"keyWord","keyLexeme","strWord","strVocalised","keySeyame","keyListingType","keyEnclitic","keyIsLexeme","keySuffixGender","keySuffixPerson","keySuffixNumber","keySuffixContraction","keyPrefix","keyGender","keyPerson","keyNumber","keyState","keyTense","keyForm"
16301,2432,"DET;D;NN","D'aET,i;D,i;NaN",0,0,0,0,0,3,1,2,2,2,3,2,0,6,1
16302,2432,"DET;DN","D'aET,i;D,oN",1,0,0,0,0,0,0,0,2,3,1,2,0,6,1
16303,2432,"ODET;D","OD,aET,i;D,",0,0,0,0,0,0,0,0,10,2,1,1,0,6,1
16305,2432,"OET;DN","OaET,i;D,oN",1,0,0,0,0,0,0,0,3,3,1,2,0,6,1
16306,2433,"OET;DTA","OaET,i;D,oT,oA",1,0,0,0,0,0,0,0,3,3,0,2,3,0,0
16307,2432,"ET;D","ET,i;D,",0,0,0,0,0,0,0,0,0,2,1,1,0,6,1
16308,2432,"ET;DA","ET,i;D,oA",0,0,0,0,0,0,0,0,0,3,1,1,0,6,1
16309,2432,"ET;D;N","ET,i;D,i;N",0,0,0,0,0,0,0,0,0,2,1,2,0,6,1
16310,2432,"ET;D;NN","ET,i;D,i;NaN",0,0,0,0,0,3,1,2,0,2,3,2,0,6,1
16311,2432,"ET;DN","ET,i;D,oN",1,0,0,0,0,0,0,0,0,3,1,2,0,6,1
16312,2433,"ET;DTA","ET,i;D,oT,oA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
16313,2434,"ET;DA;T","ET,i;D,oA;iT,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16314,2435,"OET;XTA","OEaT'i;XoT,oA",1,0,0,0,0,0,0,0,3,3,0,2,3,0,0
16315,2435,"ET;XA","EaT'i;XoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16316,2435,"ET;XTA","EaT'i;XT'oA",0,0,0,0,0,0,0,0,0,3,0,1,3,0,0
16317,2435,"ET;XTA","EaT'i;XoT,oA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
16318,2436,"BET;XOT","B'EaT'i;XuOT,",0,0,0,0,0,0,0,0,1,3,0,1,2,0,0
16319,2436,"ET;XOTA","EaT'i;XuOT,oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
16320,2436,"ET;XOT","EaT'i;XuOT,",0,0,0,0,0,0,0,0,0,3,0,1,2,0,0
16321,2437,"AETXH","AaET'XoH",0,0,0,0,2,1,0,1,0,2,1,1,0,1,5
16322,2437,"DETX","D'aET,eX",0,0,0,0,0,0,0,0,2,2,1,1,0,1,1
16323,2437,"ETX","ET,eX",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16324,2437,"AETX","AaET'eX",0,0,0,0,0,0,0,0,0,2,1,1,0,1,5
16325,2438,"BEOTRA","B'EuOT,RoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
16326,2438,"DEOTRA","D'EuOT,RoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
16327,2438,"OBEOTRA","OaB,EuOT,RoA",0,0,0,0,0,0,0,0,9,2,0,1,3,0,0
16328,2438,"OEOTRA","OEuOT,RoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
16329,2438,"EOTRA","EuOT,RoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16330,2438,"EOTRH","EuOT,ReH",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
16331,2438,"EOTRCON","EuOT,RC,uON",0,0,0,0,1,2,1,1,0,2,0,1,3,0,0
16332,2439,"BET;RA","B'EaT'i;ReA",1,0,0,0,0,0,0,0,1,2,0,2,3,0,0
16333,2439,"DET;R","D'EaT'i;R",0,0,0,0,0,0,0,0,2,2,0,1,1,0,0
16334,2439,"DET;RA","D'EaT'i;RoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
16335,2439,"OET;RA","OEaT'i;RoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
16336,2439,"OET;RA","OEaT'i;ReA",1,0,0,0,0,0,0,0,3,2,0,2,3,0,0
16337,2439,"LET;RA","LEaT'i;RoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16338,2439,"LET;RA","LEaT'i;ReA",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0
16339,2439,"ET;R","EaT'i;R",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
16340,2439,"ET;RA","EaT'i;RoA",0,0,0,0,0,0,0,0,0,2,0,1,3,0,0
16341,2439,"ET;RA","EaT'i;RoA",0,0,0,1,0,0,0,0,0,3,0,1,1,0,0
16342,2439,"ET;RA","EaT'i;ReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16343,2439,"ET;RTA","EaT'i;RT'oA",0,0,0,0,0,0,0,0,0,3,0,1,3,0,0
16344,2439,"ET;RTA","EaT'i;RoT,oA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
16345,2440,"ET;RA;T","EaT'i;RoA;iT,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16346,2441,"DETRO","D'aET,aRO",0,0,0,0,0,0,0,0,2,2,1,2,0,1,1
16347,2441,"DTETR","D'T,eET'aR",0,0,0,0,0,0,0,0,2,2,2,1,0,2,1
16348,2441,"ONETRON","ONeET'RuON",0,0,0,0,0,0,0,0,3,2,1,2,0,2,1
16349,2441,"OETRT","OEeT,ReT,",0,0,0,0,0,0,0,0,3,1,3,1,0,1,1
16350,2441,"OETRTON","OaET,aRT'uON",0,0,0,0,0,0,0,0,3,2,2,2,0,1,1
16351,2441,"LMETR","LMeET'aR",0,0,0,0,0,0,0,0,4,0,0,0,0,4,1
16352,2441,"METR;NN","MaET'Ri;NaN",0,0,0,0,0,3,1,2,0,2,3,2,0,5,5
16353,2441,"ETRO","ET,aRO",0,0,0,0,0,0,0,0,0,2,1,2,0,1,1
16354,2441,"ETRTON","ET,aRT'uON",0,0,0,0,0,0,0,0,0,2,2,2,0,1,1
16355,2441,"TETRON","T'eET'RuON",0,0,0,0,0,0,0,0,0,2,2,2,0,2,1
16356,2441,"ETR","ET,aR",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16357,2441,"TETR","T'eET'aR",0,0,0,0,0,0,0,0,0,2,2,1,0,2,1
16358,2441,"NETRON","NeET'RuON",0,0,0,0,0,0,0,0,0,2,1,2,0,2,1
16359,2441,"ETRT","EeT,ReT,",0,0,0,0,0,0,0,0,0,1,3,1,0,1,1
16360,2441,"METR","MeET'aR",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
16361,2441,"METR;N","MaET'Ri;N",0,0,0,0,0,0,0,0,0,2,1,2,0,5,5
16362,2442,"LIAYRA","LI'aAYaRaA",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16363,2442,"IAYRA","I'aYaRaA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16364,2443,"IA;","I'iA;",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16365,2444,"DIAA","D'aI,eAA",0,0,0,0,0,0,0,0,2,2,0,1,1,0,0
16366,2444,"IA;T","I'aA;aT,",0,0,0,0,0,0,0,0,0,3,0,1,2,0,0
16367,2444,"IA;A","I'aA;oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16368,2444,"IAA","I'eAA",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
16369,2445,"IAXA","I'iAXoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16370,2446,"MIXX;N","MI,aXXi;N",0,0,0,0,0,0,0,0,0,2,1,2,0,5,3
16371,2446,"IXX","IXX",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16372,2447,"DIARA","D'I,iAReA",1,0,0,0,0,0,0,0,2,2,0,2,3,0,0
16373,2447,"OIARA","OI,iAReA",1,0,0,0,0,0,0,0,3,2,0,2,3,0,0
16374,2447,"OIAROH;","OI,iARaOH_;",1,0,0,0,1,1,0,1,3,2,0,2,3,0,0
16375,2447,"OIAR;CON","OI,iARa;C'uON",1,0,0,0,1,2,1,1,3,2,0,2,3,0,0
16376,2447,"LIARA","LI,iARoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16377,2447,"LIARA","LI,iAReA",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0
16378,2447,"IARA","I'iARoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16379,2447,"IARA","I'iAReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16380,2447,"IAROH;","I'iARaOH_;",1,0,0,0,1,1,0,1,0,2,0,2,3,0,0
16381,2447,"IAR;H","I'iARe;H",1,0,0,0,2,1,0,1,0,2,0,2,3,0,0
16382,2447,"IAR;HON","I'iARa;HuON",1,0,0,0,1,1,1,1,0,2,0,2,3,0,0
16383,2447,"IAR;N","I'iARi;N",1,0,0,0,0,0,0,0,0,2,0,2,1,0,0
16384,2448,"IGD","I'G,aD,",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16385,2449,"LIGODA","LaI,G,uOD,eA",1,0,0,0,0,0,0,0,4,3,0,2,3,0,0
16386,2449,"IGODA","I'G,uOD,eA",1,0,0,0,0,0,0,0,0,3,0,2,3,0,0
16387,2449,"IGODTA","I'G,uOD,T'oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
16388,2450,"OIGNA","OI,iG,aNoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
16389,2450,"IGNA","I'iG,aNoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16390,2451,"IGE","I'G,aE",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16391,2451,"IGE","I'oG,aE",0,0,0,0,0,0,0,0,0,2,1,1,0,5,1
16392,2451,"IGET","I'eG,EaT,",0,0,0,0,0,0,0,0,0,3,1,1,0,1,1
16393,2452,"BIGR","B'aI,G,aR",0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
16394,2452,"BIGRA","B'I,aG,RoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
16395,2452,"BIGRH","B'I,aG,ReH",0,0,0,0,1,1,0,1,1,2,0,1,3,0,0
16396,2452,"BIGRH","B'I,aG,RoH",0,0,0,0,2,1,0,1,1,2,0,1,3,0,0
16397,2452,"BIGR;","B'I,aG,R;",0,0,0,0,0,3,0,1,1,2,0,1,3,0,0
16398,2452,"BIGR;N","B'I,aG,Ra;N",1,0,0,0,0,3,1,1,1,2,0,2,3,0,0
16399,2452,"BIGRCON","B'I,aG,RC,uON",0,0,0,0,1,2,1,1,1,2,0,1,3,0,0
16400,2452,"BIGRN","B'I,aG,RaN",0,0,0,0,0,3,1,1,1,2,0,1,3,0,0
16401,2452,"DBIGRA","D'aB,I,aG,RoA",0,0,0,0,0,0,0,0,6,2,0,1,3,0,0
16402,2452,"DLIGR;HON","D'aLI,aG,Ra;HuON",1,0,0,0,1,1,1,1,8,2,0,2,3,0,0
16403,2452,"DIGRA","D'I,aG,RoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
16404,2452,"DIGRH","D'I,aG,ReH",0,0,0,0,1,1,0,1,2,2,0,1,3,0,0
16405,2452,"DIGR;","D'I,aG,R;",0,0,0,0,0,3,0,1,2,2,0,1,3,0,0
16406,2452,"DIGR;CON","D'I,aG,Ra;C'uON",1,0,0,0,1,2,1,1,2,2,0,2,3,0,0
16407,2452,"DIGR;N","D'I,aG,Ra;N",1,0,0,0,0,3,1,1,2,2,0,2,3,0,0
16408,2452,"DIGRC","D'I,aG,RoC,",0,0,0,0,1,2,0,1,2,2,0,1,3,0,0
16409,2452,"DIGRCON","D'I,aG,RC,uON",0,0,0,0,1,2,1,1,2,2,0,1,3,0,0
16410,2452,"OLIGRA","OaLI,aG,RoA",0,0,0,0,0,0,0,0,11,2,0,1,3,0,0
16411,2452,"OLIGRH","OaLI,aG,ReH",0,0,0,0,1,1,0,1,11,2,0,1,3,0,0
16412,2452,"OIGRA","OI,aG,RoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
16413,2452,"OIGRA","OI,aG,ReA",1,0,0,0,0,0,0,0,3,2,0,2,3,0,0
16414,2452,"OIGRCON","OI,aG,RC,uON",0,0,0,0,1,2,1,1,3,2,0,1,3,0,0
16415,2452,"LIGRA","LI,aG,RoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16416,2452,"LIGR;CON","LI,aG,Ra;C'uON",1,0,0,0,1,2,1,1,4,2,0,2,3,0,0
16417,2452,"LIGRCON","LI,aG,RC,uON",0,0,0,0,1,2,1,1,4,2,0,1,3,0,0
16418,2452,"LIGRN","LI,aG,RaN",0,0,0,0,0,3,1,1,4,2,0,1,3,0,0
16419,2452,"IGR","I'G,aR",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
16420,2452,"IGRA","I'aG,RoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16421,2452,"IGRA","I'aG,ReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16422,2452,"IGRH","I'aG,ReH",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
16423,2452,"IGRH","I'aG,RoH",0,0,0,0,2,1,0,1,0,2,0,1,3,0,0
16424,2452,"IGR;","I'aG,R;",0,0,0,0,0,3,0,1,0,2,0,1,3,0,0
16425,2452,"IGR;HON","I'aG,Ra;HuON",1,0,0,0,1,1,1,1,0,2,0,2,3,0,0
16426,2452,"IGR;CON","I'aG,Ra;C'uON",1,0,0,0,1,2,1,1,0,2,0,2,3,0,0
16427,2452,"IGRC","I'aG,RoC,",0,0,0,0,1,2,0,1,0,2,0,1,3,0,0
16428,2452,"IGRN","I'aG,RaN",0,0,0,0,0,3,1,1,0,2,0,1,3,0,0
16429,2452,"LIGRH","LI,aG,ReH",0,0,0,0,1,1,0,1,4,2,0,1,3,0,0
16430,2453,"IGRNA","I'aG,RoNeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16431,2454,"IGRNA;T","I'aG,RoNoA;iT,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16432,2455,"IGRN;A","I'aG,RoNo;eA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16433,2456,"DIDNA","D'I,aD'oNoA",0,0,0,0,0,0,0,0,2,3,0,1,3,0,0
16434,2456,"IDNA","I'aD'oNoA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
16435,2457,"NIHA","NeI,HeA",0,0,0,0,0,0,0,0,0,2,1,1,0,2,1
16436,2457,"IH;N","I'oH;oN",1,0,0,0,0,0,0,0,0,3,1,2,0,5,1
16437,2457,"IHA","I'HoA",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16438,2458,"DIHSYOS","D'I,iH_SYoOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16439,2458,"OIHSYOS","OI,iH_SYoOS",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16440,2458,"LIHSYOS","LI,iH_SYoOS",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16441,2458,"IHSYOS","I'iH_SYoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16442,2458,"IHSYS","I'iH_SYoS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16443,2458,"IRX;OS-IHSYOS","I'oRXi;oOS-I,iH_SYoOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16444,2459,"LIOBA","LI,uOB,iA",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16445,2459,"IOBA","I'uOB,iA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16446,2460,"NIOG","NI,uOG,",0,0,0,0,0,0,0,0,0,2,1,1,0,2,1
16447,2460,"IG","I'oG,",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16448,2461,"IOGLOS","I'uOG'eLoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16449,2462,"OIODS","OI'uOD,iS",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16450,2462,"IODS","I'uOD,iS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16451,2463,"LIOY;ALS","LI'oOYi;aALoS",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16452,2463,"IOY;ALOS","I'oOYi;aALoS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16453,2464,"DIOLOS","D'I'aOLoOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16454,2464,"OLIOLOS","OaLI'aOLoOS",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
16455,2464,"OIOLOS","OI'aOLoOS",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16456,2464,"LIOLOS","LI'aOLoOS",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16457,2464,"IOLA","I'aOLeA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16458,2464,"IOLOS","I'aOLoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16459,2465,"BIOM","B'I,uOM",0,0,0,0,0,0,0,0,1,2,0,1,2,0,0
16460,2465,"BIOMA","B'I,uOMoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
16461,2465,"BIOMH","B'I,uOMeH",0,0,0,0,1,1,0,1,1,2,0,1,3,0,0
16462,2465,"BIOMHON","B'I,uOMHuON",0,0,0,0,1,1,1,1,1,2,0,1,3,0,0
16463,2465,"BIOM;","B'I,uOM;",0,0,0,0,0,3,0,1,1,2,0,1,3,0,0
16464,2465,"BIOMC","B'I,uOMoC,",0,0,0,0,1,2,0,1,1,2,0,1,3,0,0
16465,2465,"DBIOMHON","D'aB,I,uOMHuON",0,0,0,0,1,1,1,1,6,2,0,1,3,0,0
16466,2465,"DIOM;","D'I,uOM;",0,0,0,0,0,3,0,1,2,2,0,1,3,0,0
16467,2465,"OIOMA","OI,uOMoA",0,0,0,0,0,0,0,0,3,2,0,1,3,0,0
16468,2465,"OIOMH","OI,uOMoH",0,0,0,0,2,1,0,1,3,2,0,1,3,0,0
16469,2465,"OIOMHON","OI,uOMHuON",0,0,0,0,1,1,1,1,3,2,0,1,3,0,0
16470,2465,"LIOMA","LI,uOMoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16471,2465,"LIOM;","LI,uOM;",0,0,0,0,0,3,0,1,4,2,0,1,3,0,0
16472,2465,"LIOMC","LI,uOMoC,",0,0,0,0,1,2,0,1,4,2,0,1,3,0,0
16473,2465,"IOM","I'uOM",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
16474,2465,"IOMA","I'uOMoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16475,2465,"IOMH","I'uOMeH",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
16476,2465,"IOMH","I'uOMoH",0,0,0,0,2,1,0,1,0,2,0,1,3,0,0
16477,2465,"IOMHON","I'uOMHuON",0,0,0,0,1,1,1,1,0,2,0,1,3,0,0
16478,2465,"IOM;","I'uOM;",0,0,0,0,0,3,0,1,0,2,0,1,3,0,0
16479,2465,"IOM;H","I'uOMe;H",1,0,0,0,2,1,0,1,0,2,0,2,3,0,0
16480,2465,"IOMC","I'uOMoC,",0,0,0,0,1,2,0,1,0,2,0,1,3,0,0
16481,2465,"IOMCON","I'uOMC,uON",0,0,0,0,1,2,1,1,0,2,0,1,3,0,0
16482,2465,"IOMN","I'uOMaN",0,0,0,0,0,3,1,1,0,2,0,1,3,0,0
16483,2465,"IOM","I,uOM",0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
16484,2465,"IOMA","I'uOMeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16485,2466,"LION;XA","LI,uONi;XiA",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16486,2466,"ION;XA","I'uONi;XiA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16487,2467,"IONCS","I'uONiC'S",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16489,2468,"IOIL;OS","I'oOI'Li;oOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16490,2468,"DIOIL;OS","D'I'oOI'Li;oOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16491,2469,"IROS","I'RuOS",0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
16492,2469,"IORSA","I'uORSoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16493,2470,"OATTI;R","OeAT'T'I,i;R",0,0,0,0,0,0,0,0,3,2,1,1,0,1,2
16494,2470,"MTTI;R","MeT'T'I,i;R",0,0,0,0,0,0,0,0,0,2,1,1,0,7,2
16495,2470,"IOR","IOR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16496,2470,"ATTI;R","AeT'T'I,i;R",0,0,0,0,0,0,0,0,0,2,1,1,0,1,2
16497,2471,"IORTA","I'uORT'oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
16498,2472,"DIAW","D'I,oAeW",0,0,0,0,0,0,0,0,2,2,1,1,0,5,1
16499,2472,"OIW","OI,oW",0,0,0,0,0,0,0,0,3,2,1,1,0,1,1
16500,2472,"LMIW","LaMI,oW",0,0,0,0,0,0,0,0,4,0,0,0,0,4,1
16501,2472,"IOW","I'uOW",0,0,0,0,0,0,0,0,0,2,2,1,0,3,1
16502,2472,"I;WA","I'o;WoA",0,0,0,0,0,0,0,0,0,3,1,1,0,5,1
16503,2472,"IW","I'oW",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16504,2472,"IAW","I'oAeW",0,0,0,0,0,0,0,0,0,2,1,1,0,5,1
16505,2472,"MIW","MI,oW",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
16506,2473,"LIOTXA","LI,uOT'XoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16507,2473,"IOTXA","I'uOT'XoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16508,2474,"LIOTX;A","LI,uOT'Xo;oA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16509,2474,"IOTX;A","I'uOT'Xo;oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16510,2475,"OBIKA","OaB,I,aKeA",1,0,0,0,0,0,0,0,9,2,0,2,3,0,0
16511,2475,"LIKA","LI,aKoA",0,0,0,0,0,0,0,0,4,2,0,1,3,0,0
16512,2475,"IKH","I'aKeH",0,0,0,0,1,1,0,1,0,2,0,1,3,0,0
16513,2475,"IKA","I'aKoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16514,2475,"IKA","I'aKeA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16515,2476,"IKZA","I'aKZoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16516,2477,"LIKZOTA","LI,aKZuOT,oA",0,0,0,0,0,0,0,0,4,3,0,1,3,0,0
16517,2477,"IKZOTA","I'aKZuOT,oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
16518,2478,"BIOKMA","B'I,uOKoMoA",0,0,0,0,0,0,0,0,1,2,0,1,3,0,0
16519,2478,"IOKMA","I,uOKoMoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16520,2479,"DNIKM","D'aNI,aKeM",0,0,0,0,0,0,0,0,2,1,3,2,0,2,3
16521,2479,"OMIKMA","OaMI,aKMoA",0,0,0,0,0,0,0,0,3,3,1,1,0,5,3
16522,2479,"MIKM;N","MI,aKMi;N",0,0,0,0,0,0,0,0,0,2,1,2,0,5,3
16523,2479,"MIKM;NN","MI,aKMi;NaN",0,0,0,0,0,3,1,2,0,2,3,2,0,5,3
16524,2479,"IKM","I'KaM",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16525,2479,"NIKM","NI,aKeM",0,0,0,0,0,0,0,0,0,1,3,2,0,2,3
16526,2479,"MIKMA","MI,aKMoA",0,0,0,0,0,0,0,0,0,3,1,1,0,5,3
16527,2480,"IKMA","I'eKMoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16528,2481,"DIKRA","D'I,aKoRoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
16529,2481,"IKRA","I'aKoRoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16530,3516,"OMIYM;","OaMI,aYMa;",1,0,0,0,0,3,0,1,3,2,0,2,3,0,0
16531,2482,"IYM","I'YM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16532,2560,"I/A","I/A",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16533,2483,"DIYMA","D'I,eYMoA",0,0,0,0,0,0,0,0,2,2,0,1,3,0,0
16534,2483,"IYMA","I'eYMoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16535,2484,"IYMOS","I'aYMoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16536,2485,"DIY;RA","D'I,aYi;ReA",1,0,0,0,0,0,0,0,2,2,0,2,3,0,0
16537,2485,"IY;RA","I'aYi;RoA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16538,2485,"IY;RA","I'aYi;ReA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16539,2486,"LMIYR","LMeI,YaR",0,0,0,0,0,0,0,0,4,0,0,0,0,4,1
16540,2486,"IYR","I'YaR",0,0,0,1,0,0,0,0,0,2,1,1,0,1,1
16541,2486,"MIYR","MeI,YaR",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
16542,2487,"ODIYRBA","OaD,I'aYRoB,aA",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
16543,2487,"IYRBA","I'aYRoB,aA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16544,2488,"IYROS","I'eYRoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16545,2489,"DI;LDLI;A","D'I,i;LaD,eLI,i;aA",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16546,2489,"OLI;LDLI;A","OaLI,i;LaD,eLI,i;aA",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
16547,2489,"I;LDLI;A","I'i;LaD,eLI,i;aA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16548,2490,"I;LSOIA","I'i;LoSoOI,eA",1,0,0,0,0,0,0,0,0,2,0,2,3,0,0
16549,2490,"I;LOSOIA","I'i;LoSoOI,oA",0,0,0,1,0,0,0,0,0,2,0,1,3,0,0
16550,2491,"BI;LSIOTA","B'I,i;LoSoI,uOT,oA",0,0,0,0,0,0,0,0,1,3,0,1,3,0,0
16551,2491,"I;LOSOIOTA","I'i;LoSoI,uOT,oA",0,0,0,1,0,0,0,0,0,3,0,1,3,0,0
16552,2492,"DI;LYOS","D'I,i;LaYoOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16553,2492,"DINY;OS-I;LYOS","D'I'oNYi;oOS-I'i;LaYoOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16554,2492,"OI;LYOS","OI'i;LaYoOS",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16555,2492,"LI;LYOS","LI'i;LaYoOS",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16556,2492,"I;LYOS","I'i;LaYoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16557,2492,"INY;OS-I;LYOS","I'oNYi;oOS-I'i;LaYoOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16558,2493,"I;LYOS","I'i;LiYoOS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16559,,"NWME","NeWMaE",0,0,0,1,0,0,0,0,0,2,1,1,0,2,1
16560,2494,"LI;LMON","LI,i;LiMoON",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16561,2494,"I;L;MON","I'i;LiMoON",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
